Business Name,Website,Logo,Category,
Tenmou,www.tenmou.me,Tenmou.jpg,Angel
Bidayatech,www.bidayatech.com,Bidayatech.jpg,Crowd Funding
SJ Investment,www.sj-investment.com/,SJ Investment.jpg,Family Office
Angivest ventures,www.angivestventures.com/,Angivest ventures.jpg,Venture Capital
Brinc,https://www.brinc.io,Brinc.jpg,Venture Capital
Egyptian American Enterprise Fund (EAEF),www.eaefund.org/,Egyptian American Enterprise Fund (EAEF).jpg,Private Equity
International Finance Corporation,www.ifc.org/,International Finance Corporation.jpg,Private Equity
Algebra Ventures,www.algebraventures.com,Algebra Ventures.jpg,Venture Capital
Cventures,www.cventureseg.com/,Cventures.jpg,Venture Capital
Endure Capital,www.endurecap.com/,Endure Capital.jpg,Venture Capital
Modus VC,,Modus VC.jpg,Venture Capital
Crown Prince Foundation,https://www.cpf.jo/en,Crown Prince Foundation.jpg,Government Program
AB Ventures,https://abventures.vc/,AB Ventures.jpg,Venture Capital
Hikmaventures,www.hikmaventures.com/home/,Hikmaventures.jpg,Venture Capital
OPIC,,OPIC.jpg,Venture Capital
Sawari Venture,,Sawari Venture.jpg,Venture Capital
Sawari Ventures,www.sawariventures.com,Sawari Ventures.jpg,Venture Capital
B&Y Venture Partners,www.byvp.com,B&Y Venture Partners.jpg,Venture Capital
Phoenician Funds,www.phoenicianfunds.com,Phoenician Funds.jpg,Venture Capital
Fresha,,Fresha.jpg,Venture Capital
Rainmaking,https://rainmaking.io/office/dubai/,Rainmaking.jpg,Venture Capital
Akwa Group,www.akwagroup.com,Akwa Group.jpg,Corporate
Holmarcom,www.holmarcom.ma/,Holmarcom.jpg,Corporate
MAMDA MCMA,www.mamda-mcma.ma/fr,MAMDA MCMA.jpg,Corporate
RMA Capital,www.rmacapital.com/,RMA Capital.jpg,Corporate
MB Family Office,,MB Family Office.jpg,Family Office
Qadri Family Office,,Qadri Family Office.jpg,Family Office
Raji Family Office,,Raji Family Office.jpg,Family Office
Afric Invest,www.africinvest.com,Afric Invest.jpg,Private Equity
ALMAMED,www.almamed.com,ALMAMED.jpg,Private Equity
Alshall Morocco,www.alshallmaroc.com/,Alshall Morocco.jpg,Private Equity
Amethis,www.amethis.com/,Amethis.jpg,Private Equity
ASMA INVEST,www.asmainvest.com/,ASMA INVEST.jpg,Private Equity
ATLAMED,www.atlamed.ma,ATLAMED.jpg,Private Equity
Brookstone Partners,www.brookstonepartners.com/,Brookstone Partners.jpg,Private Equity
CDG Capital Private Equity,www.cdgcapital-pe.ma,CDG Capital Private Equity.jpg,Private Equity
CDG Invest,www.cdg.ma/fr,CDG Invest.jpg,Private Equity
CFG Capital,www.cfgbank.com,CFG Capital.jpg,Private Equity
CIH,www.cihbank.ma,CIH.jpg,Private Equity
Entreprises Partners,,Entreprises Partners.jpg,Private Equity
Fipar,www.fipar.ma,Fipar.jpg,Private Equity
Firogest,www.firo.ma/,Firogest.jpg,Private Equity
HOLDAGRO,www.creditagricole.ma/fr/holdagro,HOLDAGRO.jpg,Private Equity
Investima,www.sgmaroc.com/nous-connaitre/notre-groupe/nos-filiales/investima/,Investima.jpg,Private Equity
Mediterrania Capital Partners,www.mcapitalp.com/,Mediterrania Capital Partners.jpg,Private Equity
Wendel Africa,www.wendelgroup.com/fr/teams/maroc,Wendel Africa.jpg,Private Equity
Upline Investments,www.uplinegroup.ma,Upline Investments.jpg,Private Equity
Wessal Capital,,Wessal Capital.jpg,Private Equity
Azur Partners,www.azurpartners.ma/,Azur Partners.jpg,Venture Capital
Glen Invest,www.gleninvest.com/,Glen Invest.jpg,Venture Capital
Maroc Numeric Fund,www.mnf.ma,Maroc Numeric Fund.jpg,Venture Capital
Outlierz Ventures,www.outlierz.co/,Outlierz Ventures.jpg,Venture Capital
PGS Invest,www.pgsinvest.com/,PGS Invest.jpg,Venture Capital
Techinvest,www.techinvest.com/,Techinvest.jpg,Private Equity
Cubical Services,,Cubical Services.jpg,Venture Capital
Faith Capital,www.faithcapital.com/,Faith Capital.jpg,Venture Capital
Faith Capital,,Faith Capital.jpg,Venture Capital
KISP Ventures,www.kispventures.com,KISP Ventures.jpg,Venture Capital
Kisp Ventures,,Kisp Ventures.jpg,Venture Capital
Ethmar,www.ethmar-co.com/,Ethmar.jpg,Private Equity
QNB Capital,,QNB Capital.jpg,Venture Capital
QNB Capital,,QNB Capital.jpg,Venture Capital
Startup Bootcamp,,Startup Bootcamp.jpg,Venture Capital
Mythod,www.mythod.com/,Mythod.jpg,Angel
Al-Rajhi Capital,www.alrajhi-capital.com/,Al-Rajhi Capital.jpg,Corporate
Elm,www.elm.sa/ar/Pages/default.aspx,Elm.jpg,Corporate
Islamic Development Bank,www.isdb.org/fr,Islamic Development Bank.jpg,Corporate
KADEN Investment,www.kaden-sa.com/,KADEN Investment.jpg,Corporate
Riyad Bank,,Riyad Bank.jpg,Corporate
SaudiMed Investment Company,www.saudimed.com.sa/,SaudiMed Investment Company.jpg,Corporate
Al Omran Investment Company,,Al Omran Investment Company.jpg,Family Office
Family Office,,Family Office.jpg,Family Office
ZAD Investments,www.zad.com.sa/,ZAD Investments.jpg,Family Office
Al-Khabeer Capital,www.alkhabeer.com,Al-Khabeer Capital.jpg,Private Equity
Alfaisaliah,www.alfaisaliah.com/Site/EN/,Alfaisaliah.jpg,Private Equity
Ejada Investment Company,www.ejadainvestment.com,Ejada Investment Company.jpg,Private Equity
Falcom,www.falcom.com.sa/en/,Falcom.jpg,Private Equity
Malaz Capital,https://malazcapital.com/en/our-funds/,Malaz Capital.jpg,Private Equity
Middle East Holding,,Middle East Holding.jpg,Private Equity
Riyad Capital,www.riyadcapital.com/en,Riyad Capital.jpg,Private Equity
Aljazira Capital,www.aljaziracapital.com.sa/,Aljazira Capital.jpg,Venture Capital
Cornerstone Ventures,www.cornerstone.ventures/,Cornerstone Ventures.jpg,Venture Capital
DAAL,www.daal.io/,DAAL.jpg,Venture Capital
Francis Capital,,Francis Capital.jpg,Venture Capital
Hala Ventures,www.halavc.com,Hala Ventures.jpg,Venture Capital
Hambro Perks,https://www.hambroperks.com,Hambro Perks.jpg,Venture Capital
Impact46,,Impact46.jpg,Venture Capital
United Gulf Financial Services North Africa,www.ugfsnorthafrica.com.tn/fr/accueil/,United Gulf Financial Services North Africa.jpg,Venture Capital
Angel Effect,https://angeleffect.co/what-is-ae-fund/,Angel Effect.jpg,Venture Capital
Nama Ventures,www.namaventures.com/,Nama Ventures.jpg,Venture Capital
Nusaned Fund,https://lc.sabic.com/en/partners,Nusaned Fund.jpg,Venture Capital
Raed Ventures,www.raed.vc,Raed Ventures.jpg,Venture Capital
Riyad Capital,,Riyad Capital.jpg,Venture Capital
TechInvest Corporation,www.techinvestcom.com,TechInvest Corporation.jpg,Venture Capital
VISION Ventures,,VISION Ventures.jpg,Venture Capital
Vision Ventures,www.visionvc.co/,Vision Ventures.jpg,Venture Capital
VISION VENTURES,,VISION VENTURES.jpg,Venture Capital
Dubai Angel Investors,www.dubaiangelinvestors.me,Dubai Angel Investors.jpg,Angel
Dubai Angel Investors,,Dubai Angel Investors.jpg,Angel
Dubai Angel Investors,,Dubai Angel Investors.jpg,Angel
Emirates Angel Investors Assosciation,,Emirates Angel Investors Assosciation.jpg,Angel
Envestors,,Envestors.jpg,Angel
Envestors,,Envestors.jpg,Angel
Envestors,,Envestors.jpg,Angel
Eureeca,,Eureeca.jpg,Angel
Falcon Network,www.falconnetwork.org/site/op/alpha/,Falcon Network.jpg,Angel
Fixiest,,Fixiest.jpg,Angel
Keiretsu Capital,www.keiretsucapital.com/,Keiretsu Capital.jpg,Angel
VentureSouq,www.venturesouq.com,VentureSouq.jpg,Angel
WOMENA,www.womena.com,WOMENA.jpg,Angel
Argaam Investments,www.argaam.com/en,Argaam Investments.jpg,Corporate
Citi,,Citi.jpg,Corporate
Finablr,www.finablr.com,Finablr.jpg,Corporate
Fortes Holdings,www.fortes.co/,Fortes Holdings.jpg,Corporate
GIMA Group L.L.C,www.gimacorp.com,GIMA Group L.L.C.jpg,Corporate
Khalifa Fund for Enterprise Development,www.khalifafund.ae/,Khalifa Fund for Enterprise Development.jpg,Corporate
Microsoft,,Microsoft.jpg,Corporate
Eureeca,https://eureeca.com/,Eureeca.jpg,Crowd Funding
AJSM Investments,www.ajsminvestments.com,AJSM Investments.jpg,Family Office
Al Zarooni Emirates Investments,www.zeinvestments.com/,Al Zarooni Emirates Investments.jpg,Family Office
Annex Investments,www.annexinvestments.com,Annex Investments.jpg,Family Office
Family Office,,Family Office.jpg,Family Office
The Executive Office of Her Highness Sheikha Jawaher Al Qasimi,www.hheo.ae/,The Executive Office of Her Highness Sheikha Jawaher Al Qasimi.jpg,Family Office
The Private Office Of H.H Sheikh Ahmed Bin Faisal Al Qassimi,www.hhshkqassimi.com/,The Private Office Of H.H Sheikh Ahmed Bin Faisal Al Qassimi.jpg,Family Office
Turner Ridge International,,Turner Ridge International.jpg,Family Office
CEG,https://www.cegroupe.com/team,CEG.jpg,Investment Management
FIM Partners,https://www.fimpartners.com,FIM Partners.jpg,Investment Management 
04 Capital,www.04capital.com/,04 Capital.jpg,Private Equity
4ir Global Vision,,4ir Global Vision.jpg,Private Equity
Abu Dhabi Capital Group,http://www.adcg.ae/who-we-are/,Abu Dhabi Capital Group.jpg,Private Equity
Abu Dhabi Catalyst Partners,www.adcatalystpartners.com,Abu Dhabi Catalyst Partners.jpg,Private Equity
Abu Dhabi Investment Council,www.adcouncil.ae/,Abu Dhabi Investment Council.jpg,Private Equity
Abu Dhabi Investment Office,www.investinabudhabi.ae/,Abu Dhabi Investment Office.jpg,Private Equity
Accenture,https://www.accenture.com/ae-en,Accenture.jpg,Private Equity
ADQ,https://www.adq.ae,ADQ.jpg,Private Equity
Afra Capital,,Afra Capital.jpg,Private Equity
Al-Futtaim Private Company LLC,,Al-Futtaim Private Company LLC.jpg,Private Equity
Alcazar Capital Limited,www.alcazar-capital.com,Alcazar Capital Limited.jpg,Private Equity
Alcazar Capital Private Equity,,Alcazar Capital Private Equity.jpg,Private Equity
Audacia Capital,www.audaciacapital.com/app/,Audacia Capital.jpg,Private Equity
Bester Capital Investment Group,www.bestercapital.com,Bester Capital Investment Group.jpg,Private Equity
Bid Capital,www.bidcapitals.com/,Bid Capital.jpg,Private Equity
Cedar Bridge Partners,www.cedar-bridge.com,Cedar Bridge Partners.jpg,Private Equity
Duet Group,,Duet Group.jpg,Private Equity
First Capital Group Holding Limited (DIFC),www.firstcapitalgroup.com/,First Capital Group Holding Limited (DIFC).jpg,Private Equity
Genero,wwwgenero.ae,Genero.jpg,Private Equity
Gulf Capital,www.gulfcapital.com/en-US/1/1/Home,Gulf Capital.jpg,Private Equity
HPS,,HPS.jpg,Private Equity
Mara Group,www.maraphones.com/,Mara Group.jpg,Private Equity
Mubadala,,Mubadala.jpg,Private Equity
Private Equity,,Private Equity.jpg,Private Equity
Samena Capital,www.samenacapital.com,Samena Capital.jpg,Private Equity
Strategic Partners,,Strategic Partners.jpg,Private Equity
The Alpha Group,,The Alpha Group.jpg,Private Equity
The National Investor (Dubai) Ltd.,www.tni.ae,The National Investor (Dubai) Ltd..jpg,Private Equity
Access Bridge Partners,www.access-bridge.com,Access Bridge Partners.jpg,Venture Capital
Al Masah Capital Ltd,,Al Masah Capital Ltd.jpg,Venture Capital
Almal Capital,,Almal Capital.jpg,Venture Capital
ALPHABIT,,ALPHABIT.jpg,Venture Capital
ARZAN VENTURE CAPITAL,,ARZAN VENTURE CAPITAL.jpg,Venture Capital
Arzan VENTURE CAPITAL,,Arzan VENTURE CAPITAL.jpg,Venture Capital
ASA Ventures,www.asa.ventures,ASA Ventures.jpg,Venture Capital
ASA Ventures,,ASA Ventures.jpg,Venture Capital
Awad Capital Ltd.,,Awad Capital Ltd..jpg,Venture Capital
BECO Capital,,BECO Capital.jpg,Venture Capital
BECO Capital,,BECO Capital.jpg,Venture Capital
Beco Capital,,Beco Capital.jpg,Venture Capital
Bekaert Emirates LLC,,Bekaert Emirates LLC.jpg,Venture Capital
Blue Triangle Capital,,Blue Triangle Capital.jpg,Venture Capital
bnymellon,,bnymellon.jpg,Venture Capital
Bridge Partners,,Bridge Partners.jpg,Venture Capital
capital invest,,capital invest.jpg,Venture Capital
Chalhoub Group,,Chalhoub Group.jpg,Venture Capital
Class 5 Global,https://www.class5global.com,Class 5 Global.jpg,Venture Capital
DIFC Fintech Fund,www.fintechfund.difc.ae,DIFC Fintech Fund.jpg,Venture Capital
Digital Spring Ventures,www.dsventures.com,Digital Spring Ventures.jpg,Venture Capital
DTEC Ventures,www.dtec.ae/dtec-ventures,DTEC Ventures.jpg,Venture Capital
DTEC Ventures,,DTEC Ventures.jpg,Venture Capital
Dubai Silicon Oasis Fund,www.dsoa.ae,Dubai Silicon Oasis Fund.jpg,Venture Capital
E11 Capital,https://www.e11.capital,E11 Capital.jpg,Venture Capital
Eligent Lab,,Eligent Lab.jpg,Venture Capital
Elixir Group,https://elixir.ae,Elixir Group.jpg,Venture Capital
Enabling Future,,Enabling Future.jpg,Venture Capital
Five Capital,www.fivecap.com/,Five Capital.jpg,Venture Capital
Flat6labs,,Flat6labs.jpg,Venture Capital
Floranow,,Floranow.jpg,Venture Capital
Fox Ventures,,Fox Ventures.jpg,Venture Capital
FundedByMe,,FundedByMe.jpg,Venture Capital
FundedbyMe,,FundedbyMe.jpg,Venture Capital
FundedbyMe,,FundedbyMe.jpg,Venture Capital
Global Ventures,www.global.vc,Global Ventures.jpg,Venture Capital
Honey Bee Tech Ventures,www.hbtventures.com/,Honey Bee Tech Ventures.jpg,Venture Capital
HSBC,,HSBC.jpg,Venture Capital
HSBC ,,HSBC .jpg,Venture Capital
HUB71,,HUB71.jpg,Venture Capital
HUB71,,HUB71.jpg,Venture Capital
Iliad Partners,www.iliad-partners.com/,Iliad Partners.jpg,Venture Capital
Iris Capital,www.iriscapital.com/en/,Iris Capital.jpg,Venture Capital
Jisr Venture Partners,www.jisrpartners.com,Jisr Venture Partners.jpg,Venture Capital
Kaaf Investments,www.kaafinvestments.com/,Kaaf Investments.jpg,Venture Capital
Knuru Capital,www.knuru.com/,Knuru Capital.jpg,Venture Capital
Leyden Ventures,www.leyden.ventures/,Leyden Ventures.jpg,Venture Capital
MEVP,,MEVP.jpg,Venture Capital
MEVP,,MEVP.jpg,Venture Capital
MEVP,,MEVP.jpg,Venture Capital
MINDSHIFT Capital,www.mindshiftcapital.com,MINDSHIFT Capital.jpg,Venture Capital
Nuwa Capital,www.nuwacapital.io,Nuwa Capital.jpg,Venture Capital
Precinct Partners,www.precinctpartners.com,Precinct Partners.jpg,Venture Capital
Rain Making,,Rain Making.jpg,Venture Capital
Rain Making,,Rain Making.jpg,Venture Capital
RUSD Capital,www.rusdcapital.com/,RUSD Capital.jpg,Venture Capital
SANAD,,SANAD.jpg,Venture Capital
Shorooq,,Shorooq.jpg,Venture Capital
Shorooq,,Shorooq.jpg,Venture Capital
Shorooq Investments,www.shorooq.ae,Shorooq Investments.jpg,Venture Capital
SoftBank,,SoftBank.jpg,Venture Capital
Spartech Ventures,,Spartech Ventures.jpg,Venture Capital
Startup Bootcamp,,Startup Bootcamp.jpg,Venture Capital
Sumitomo Corporation Middle East FZCO,,Sumitomo Corporation Middle East FZCO.jpg,Venture Capital
Techstars,,Techstars.jpg,Venture Capital
TURN8,www.turn8.co/,TURN8.jpg,Venture Capital
Valour Ventures,www.valour-ventures.com,Valour Ventures.jpg,Venture Capital
Ventures Search,,Ventures Search.jpg,Venture Capital
Vestigos,,Vestigos.jpg,Venture Capital
Wamda,,Wamda.jpg,Venture Capital
Wamda,,Wamda.jpg,Venture Capital
Wamda Capital,www.wamdacapital.com,Wamda Capital.jpg,Venture Capital
Wamda Capital,,Wamda Capital.jpg,Venture Capital
ZtartUpNetwork,,ZtartUpNetwork.jpg,Venture Capital
Astia,www.astia.org/,Astia.jpg,Venture Capital
Breyer Capital,www.breyercapital.com/,Breyer Capital.jpg,Venture Capital
CrowdEndue,https://www.f6s.com/crowdendue,CrowdEndue.jpg,Crowdfunding
